months,Contact Rate,Infected,Infection Rate,Infectivity,Population,Recovered,Recovery Rate,Recovery Time,Susceptible
11,100,50.3700765319,3.95681227938e-11,0.2,2500,950.629923468,16.7900255106,3,9.81935246038e-11
11.1,100,48.6910739808,3.67078938519e-11,0.2,2500,952.308926019,16.2303579936,3,9.42367123244e-11
11.2,100,47.0680381814,3.41020825507e-11,0.2,2500,953.931961818,15.6893460605,3,9.05659229392e-11
11.3,100,45.4991035754,3.17240551168e-11,0.2,2500,955.500896425,15.1663678585,3,8.71557146841e-11
11.4,100,43.9824667896,2.95503448524e-11,0.2,2500,957.01753321,14.6608222632,3,8.39833091724e-11
11.5,100,42.5163845632,2.75602342968e-11,0.2,2500,958.483615437,14.1721281877,3,8.10282746872e-11
11.6,100,41.0991717445,2.57353975781e-11,0.2,2500,959.900828255,13.6997239148,3,7.82722512575e-11
11.7,100,39.729199353,2.40595935995e-11,0.2,2500,961.270800647,13.243066451,3,7.56987114997e-11
11.8,100,38.4048927079,2.25184022575e-11,0.2,2500,962.595107292,12.8016309026,3,7.32927521398e-11
11.9,100,37.1247296176,2.10989971728e-11,0.2,2500,963.875270382,12.3749098725,3,7.1040911914e-11
12,100,35.8872386304,1.97899494699e-11,0.2,2500,965.11276137,11.9624128768,3,6.89310121967e-11
12.1,100,34.6909973427,1.858105802e-11,0.2,2500,966.309002657,11.5636657809,3,6.69520172497e-11
12.2,100,33.5346307646,1.74632022834e-11,0.2,2500,967.465369235,11.1782102549,3,6.50939114477e-11
12.3,100,32.4168097391,1.64282144959e-11,0.2,2500,968.583190261,10.8056032464,3,6.33475912194e-11
12.4,100,31.3362494145,1.54687684446e-11,0.2,2500,969.663750585,10.4454164715,3,6.17047697698e-11
12.5,100,30.2917077673,1.45782824991e-11,0.2,2500,970.708292233,10.0972359224,3,6.01578929253e-11
12.6,100,29.2819841751,1.37508349192e-11,0.2,2500,971.718015825,9.7606613917,3,5.87000646754e-11
12.7,100,28.3059180359,1.29810897503e-11,0.2,2500,972.694081964,9.43530601198,3,5.73249811835e-11
12.8,100,27.3623874347,1.2264231873e-11,0.2,2500,973.637612565,9.12079581158,3,5.60268722085e-11
12.9,100,26.4503078536,1.1595909977e-11,0.2,2500,974.549692146,8.81676928453,3,5.48004490212e-11
13,100,25.5686309251,1.09721864105e-11,0.2,2500,975.431369075,8.52287697504,3,5.36408580235e-11
13.1,100,24.7163432276,1.03894930032e-11,0.2,2500,976.283656772,8.23878107587,3,5.25436393824e-11
13.2,100,23.89246512,9.84459209044e-12,0.2,2500,977.10753488,7.96415504001,3,5.15046900821e-11
13.3,100,23.096049616,9.33454207086e-12,0.2,2500,977.903950384,7.69868320535,3,5.05202308731e-11
13.4,100,22.3261812955,8.85666692563e-12,0.2,2500,978.673818704,7.44206043183,3,4.9586776666e-11
13.5,100,21.5819752523,8.40852920165e-12,0.2,2500,979.418024748,7.19399175077,3,4.87011099734e-11
13.6,100,20.8625760772,7.9879060308e-12,0.2,2500,980.137423923,6.95419202575,3,4.78602570532e-11
13.7,100,20.1671568747,7.59276781322e-12,0.2,2500,980.832843125,6.72238562489,3,4.70614664502e-11
13.8,100,19.4949183122,7.22125924215e-12,0.2,2500,981.505081688,6.49830610406,3,4.63021896688e-11
13.9,100,18.8450877018,6.87168238976e-12,0.2,2500,982.154912298,6.28169590059,3,4.55800637446e-11
14,100,18.2169181117,6.5424816098e-12,0.2,2500,982.783081888,6.07230603724,3,4.48928955057e-11
14.1,100,17.609687508,6.23223004413e-12,0.2,2500,983.390312492,5.869895836,3,4.42386473447e-11
14.2,100,17.0226979244,5.93961754711e-12,0.2,2500,983.977302076,5.67423264146,3,4.36154243403e-11
14.3,100,16.4552746602,5.66343986505e-12,0.2,2500,984.54472534,5.48509155342,3,4.30214625856e-11
14.4,100,15.9067655049,5.4025889283e-12,0.2,2500,985.093234495,5.3022551683,3,4.2455118599e-11
14.5,100,15.3765399881,5.15604413094e-12,0.2,2500,985.623460012,5.12551332936,3,4.19148597062e-11
14.6,100,14.8639886551,4.92286448807e-12,0.2,2500,986.136011345,4.95466288505,3,4.13992552931e-11
14.7,100,14.3685223666,4.70218157433e-12,0.2,2500,986.631477633,4.78950745555,3,4.09069688443e-11
14.8,100,13.8895716211,4.49319315832e-12,0.2,2500,987.110428379,4.62985720703,3,4.04367506869e-11
14.9,100,13.4265859004,4.29515745791e-12,0.2,2500,987.5734141,4.47552863346,3,3.99874313711e-11
15,100,12.979033037,4.10738795021e-12,0.2,2500,988.020966963,4.32634434568,3,3.95579156253e-11
15.1,100,12.5463986025,3.92924867739e-12,0.2,2500,988.453601397,4.18213286749,3,3.91471768302e-11
15.2,100,12.1281853157,3.76014999659e-12,0.2,2500,988.871814684,4.04272843857,3,3.87542519625e-11
15.3,100,11.7239124719,3.59954472781e-12,0.2,2500,989.276087528,3.90797082395,3,3.83782369628e-11
15.4,100,11.3331153895,3.44692465895e-12,0.2,2500,989.66688461,3.77770512982,3,3.80182824901e-11
15.5,100,10.9553448765,3.3018173716e-12,0.2,2500,990.044655123,3.6517816255,3,3.76735900242e-11
15.6,100,10.5901667139,3.16378335541e-12,0.2,2500,990.409833286,3.53005557131,3,3.7343408287e-11
15.7,100,10.2371611568,3.03241338217e-12,0.2,2500,990.762838843,3.41238705227,3,3.70270299515e-11
15.8,100,9.89592245158,2.90732611396e-12,0.2,2500,991.104077548,3.29864081719,3,3.67237886132e-11
15.9,100,9.56605836986,2.78816592245e-12,0.2,2500,991.43394163,3.18868612329,3,3.64330560019e-11
16,100,9.24718975753,2.67460089888e-12,0.2,2500,991.752810242,3.08239658584,3,3.61542394096e-11
16.1,100,8.93895009895,2.56632103641e-12,0.2,2500,992.061049901,2.97965003298,3,3.58867793197e-11
16.2,100,8.64098509565,2.4630365684e-12,0.2,2500,992.359014904,2.88032836522,3,3.56301472161e-11
16.3,100,8.35295225913,2.36447644796e-12,0.2,2500,992.647047741,2.78431741971,3,3.53838435592e-11
16.4,100,8.07452051716,2.27038695549e-12,0.2,2500,992.925479483,2.69150683905,3,3.51473959144e-11
16.5,100,7.80536983325,2.18053042242e-12,0.2,2500,993.194630167,2.60178994442,3,3.49203572189e-11
16.6,100,7.54519083881,2.09468406047e-12,0.2,2500,993.454809161,2.51506361294,3,3.47023041767e-11
16.7,100,7.29368447752,2.01263888676e-12,0.2,2500,993.706315522,2.43122815917,3,3.44928357706e-11
16.8,100,7.0505616616,1.93419873621e-12,0.2,2500,993.949438338,2.35018722053,3,3.42915718819e-11
16.9,100,6.81554293955,1.85917935337e-12,0.2,2500,994.18445706,2.27184764652,3,3.40981520083e-11
17,100,6.5883581749,1.78740755667e-12,0.2,2500,994.411641825,2.19611939163,3,3.3912234073e-11
17.1,100,6.36874623573,1.71872046866e-12,0.2,2500,994.631253764,2.12291541191,3,3.37334933173e-11
17.2,100,6.15645469454,1.65296480661e-12,0.2,2500,994.843545305,2.05215156485,3,3.35616212704e-11
17.3,100,5.95123953806,1.58999622812e-12,0.2,2500,995.048760462,1.98374651269,3,3.33963247898e-11
17.4,100,5.75286488679,1.52967872707e-12,0.2,2500,995.247135113,1.91762162893,3,3.3237325167e-11
17.5,100,5.5611027239,1.47188407574e-12,0.2,2500,995.438897276,1.85370090797,3,3.30843572943e-11
17.6,100,5.3757326331,1.41649130901e-12,0.2,2500,995.624267367,1.7919108777,3,3.29371688867e-11
17.7,100,5.19654154533,1.36338624729e-12,0.2,2500,995.803458455,1.73218051511,3,3.27955197558e-11
17.8,100,5.02332349382,1.31246105492e-12,0.2,2500,995.976676506,1.67444116461,3,3.26591811311e-11
17.9,100,4.85587937736,1.26361383103e-12,0.2,2500,996.144120623,1.61862645912,3,3.25279350256e-11
18,100,4.69401673145,1.21674823042e-12,0.2,2500,996.305983269,1.56467224382,3,3.24015736425e-11
18.1,100,4.53754950707,1.17177311181e-12,0.2,2500,996.462450493,1.51251650236,3,3.22798988194e-11
18.2,100,4.38629785683,1.12860221137e-12,0.2,2500,996.613702143,1.46209928561,3,3.21627215082e-11
18.3,100,4.24008792827,1.08715383957e-12,0.2,2500,996.759912072,1.41336264276,3,3.20498612871e-11
18.4,100,4.09875166399,1.04735059936e-12,0.2,2500,996.901248336,1.36625055466,3,3.19411459031e-11
18.5,100,3.96212660853,1.00911912417e-12,0.2,2500,997.037873391,1.32070886951,3,3.18364108432e-11
18.6,100,3.83005572158,9.72389834055e-13,0.2,2500,997.169944278,1.27668524053,3,3.17354989308e-11
18.7,100,3.70238719752,9.37096708649e-13,0.2,2500,997.297612802,1.23412906584,3,3.16382599474e-11
18.8,100,3.57897429094,9.03177075671e-13,0.2,2500,997.421025709,1.19299143031,3,3.15445502765e-11
18.9,100,3.45967514791,8.70571413723e-13,0.2,2500,997.540324852,1.1532250493,3,3.14542325689e-11
19,100,3.34435264298,8.39223168352e-13,0.2,2500,997.655647357,1.11478421433,3,3.13671754276e-11
19.1,100,3.23287422155,8.09078580382e-13,0.2,2500,997.767125778,1.07762474052,3,3.12832531107e-11
19.2,100,3.12511174749,7.80086525589e-13,0.2,2500,997.874888252,1.04170391583,3,3.12023452527e-11
19.3,100,3.02094135591,7.52198364885e-13,0.2,2500,997.979058644,1.00698045197,3,3.11243366001e-11
19.4,100,2.92024331071,7.25367804261e-13,0.2,2500,998.079756689,0.973414436905,3,3.10491167637e-11
19.5,100,2.82290186702,6.99550763749e-13,0.2,2500,998.177098133,0.940967289008,3,3.09765799832e-11
19.6,100,2.72880513812,6.74705254783e-13,0.2,2500,998.271194862,0.909601712708,3,3.09066249069e-11
19.7,100,2.63784496685,6.50791265335e-13,0.2,2500,998.362155033,0.879281655618,3,3.08391543814e-11
19.8,100,2.54991680129,6.27770652292e-13,0.2,2500,998.450083199,0.849972267097,3,3.07740752548e-11
19.9,100,2.46491957458,6.05607040547e-13,0.2,2500,998.535080425,0.821639858194,3,3.07112981896e-11
20,100,2.38275558876,5.84265728347e-13,0.2,2500,998.617244411,0.794251862921,3,3.06507374856e-11
20.1,100,2.30333040247,5.63713598457e-13,0.2,2500,998.696669597,0.767776800823,3,3.05923109127e-11
20.2,100,2.22655272239,5.43919034737e-13,0.2,2500,998.773447278,0.742184240796,3,3.05359395529e-11
20.3,100,2.15233429831,5.24851843771e-13,0.2,2500,998.847665702,0.717444766103,3,3.04815476494e-11
20.4,100,2.0805898217,5.06483181188e-13,0.2,2500,998.919410178,0.693529940566,3,3.0429062465e-11
20.5,100,2.01123682764,4.88785482381e-13,0.2,2500,998.988763172,0.67041227588,3,3.03784141469e-11
20.6,100,1.94419560005,4.71732397301e-13,0.2,2500,999.0558044,0.648065200018,3,3.03295355987e-11
20.7,100,1.87938908005,4.55298729084e-13,0.2,2500,999.12061092,0.626463026684,3,3.02823623589e-11
20.8,100,1.81674277738,4.3946037624e-13,0.2,2500,999.183257223,0.605580925794,3,3.0236832486e-11
20.9,100,1.7561846848,4.24194278166e-13,0.2,2500,999.243815315,0.585394894935,3,3.01928864484e-11
21,100,1.69764519531,4.09478363791e-13,0.2,2500,999.302354805,0.56588173177,3,3.01504670206e-11
21.1,100,1.64105702213,3.95291503123e-13,0.2,2500,999.358942978,0.547019007378,3,3.01095191842e-11
21.2,100,1.5863551214,3.81613461525e-13,0.2,2500,999.413644879,0.528785040465,3,3.00699900339e-11
21.3,100,1.53347661735,3.68424856551e-13,0.2,2500,999.466523383,0.51115887245,3,3.00318286877e-11
21.4,100,1.4823607301,3.55707117168e-13,0.2,2500,999.51763927,0.494120243368,3,2.99949862021e-11
21.5,100,1.43294870577,3.4344244522e-13,0.2,2500,999.567051294,0.477649568589,3,2.99594154904e-11
21.6,100,1.38518374891,3.31613778998e-13,0.2,2500,999.614816251,0.461727916303,3,2.99250712459e-11
21.7,100,1.33901095728,3.20204758777e-13,0.2,2500,999.660989043,0.446336985759,3,2.9891909868e-11
21.8,100,1.2943772587,3.09199694212e-13,0.2,2500,999.705622741,0.431459086234,3,2.98598893921e-11
21.9,100,1.25123135008,2.98583533457e-13,0.2,2500,999.74876865,0.417077116693,3,2.98289694227e-11
22,100,1.20952363841,2.88341833935e-13,0.2,2500,999.790476362,0.403174546137,3,2.97991110693e-11
22.1,100,1.1692061838,2.78460734627e-13,0.2,2500,999.830793816,0.389735394599,3,2.97702768859e-11
22.2,100,1.13023264434,2.68926929809e-13,0.2,2500,999.869767356,0.376744214779,3,2.97424308125e-11
22.3,100,1.09255822286,2.59727644153e-13,0.2,2500,999.907441777,0.364186074286,3,2.97155381195e-11
22.4,100,1.05613961543,2.50850609091e-13,0.2,2500,999.943860385,0.352046538477,3,2.96895653551e-11
22.5,100,1.02093496158,2.42284040396e-13,0.2,2500,999.979065038,0.340311653861,3,2.96644802941e-11
22.6,100,0.986903796196,2.34016616884e-13,0.2,2500,1000.0130962,0.328967932065,3,2.96402518901e-11
22.7,100,0.95400700299,2.26037460195e-13,0.2,2500,1000.045993,0.31800233433,3,2.96168502284e-11
22.8,100,0.922206769557,2.18336115568e-13,0.2,2500,1000.07779323,0.307402256519,3,2.95942464824e-11
22.9,100,0.891466543905,2.10902533575e-13,0.2,2500,1000.10853346,0.297155514635,3,2.95724128708e-11
23,100,0.861750992441,2.03727052749e-13,0.2,2500,1000.13824901,0.287250330814,3,2.95513226175e-11
23.1,100,0.83302595936,1.96800383051e-13,0.2,2500,1000.16697404,0.277675319787,3,2.95309499122e-11
23.2,100,0.805258427381,1.9011359015e-13,0.2,2500,1000.19474157,0.268419475794,3,2.95112698739e-11
23.3,100,0.778416479802,1.83658080437e-13,0.2,2500,1000.22158352,0.259472159934,3,2.94922585149e-11
23.4,100,0.752469263809,1.77425586774e-13,0.2,2500,1000.24753074,0.250823087936,3,2.94738927068e-11
23.5,100,0.727386955015,1.71408154902e-13,0.2,2500,1000.27261304,0.242462318338,3,2.94561501482e-11
23.6,100,0.703140723181,1.65598130495e-13,0.2,2500,1000.29685928,0.23438024106,3,2.94390093327e-11
23.7,100,0.679702699075,1.59988146815e-13,0.2,2500,1000.3202973,0.226567566358,3,2.94224495196e-11
23.8,100,0.657045942439,1.54571112938e-13,0.2,2500,1000.34295406,0.219015314146,3,2.94064507049e-11
23.9,100,0.635144411025,1.49340202524e-13,0.2,2500,1000.36485559,0.211714803675,3,2.93909935937e-11
24,100,0.613972930657,1.442888431e-13,0.2,2500,1000.38602707,0.204657643552,3,2.93760595734e-11
24.1,100,0.593507166302,1.39410705826e-13,0.2,2500,1000.40649283,0.197835722101,3,2.93616306891e-11
24.2,100,0.573723594092,1.3469969573e-13,0.2,2500,1000.42627641,0.191241198031,3,2.93476896185e-11
24.3,100,0.554599474289,1.30149942368e-13,0.2,2500,1000.44540053,0.18486649143,3,2.93342196489e-11
24.4,100,0.536112825146,1.25755790913e-13,0.2,2500,1000.46388717,0.178704275049,3,2.93212046547e-11
24.5,100,0.518242397641,1.2151179363e-13,0.2,2500,1000.4817576,0.17274746588,3,2.93086290756e-11
24.6,100,0.500967651053,1.17412701726e-13,0.2,2500,1000.49903235,0.166989217018,3,2.92964778962e-11
24.7,100,0.484268729351,1.13453457562e-13,0.2,2500,1000.51573127,0.161422909784,3,2.92847366261e-11
24.8,100,0.468126438373,1.09629187193e-13,0.2,2500,1000.53187356,0.156042146124,3,2.92733912803e-11
24.9,100,0.452522223761,1.05935193239e-13,0.2,2500,1000.54747778,0.150840741254,3,2.92624283616e-11
25,100,0.437438149635,1.02366948055e-13,0.2,2500,1000.56256185,0.145812716545,3,2.92518348423e-11
25.1,100,0.422856877981,9.89200871984e-14,0.2,2500,1000.57714312,0.14095229266,3,2.92415981475e-11
25.2,100,0.408761648715,9.55904031681e-14,0.2,2500,1000.59123835,0.136253882905,3,2.92317061387e-11
25.3,100,0.395136260424,9.23738394083e-14,0.2,2500,1000.60486374,0.131712086808,3,2.92221470984e-11
25.4,100,0.381965051743,8.92664845654e-14,0.2,2500,1000.61803495,0.127321683914,3,2.92129097145e-11
25.5,100,0.369232883352,8.62645669827e-14,0.2,2500,1000.63076712,0.123077627784,3,2.9203983066e-11
25.6,100,0.356925120574,8.33644494238e-14,0.2,2500,1000.64307488,0.118975040191,3,2.91953566093e-11
25.7,100,0.345027616554,8.05626240132e-14,0.2,2500,1000.65497238,0.115009205518,3,2.91870201644e-11
25.8,100,0.333526696003,7.78557073841e-14,0.2,2500,1000.6664733,0.111175565334,3,2.9178963902e-11
25.9,100,0.322409139469,7.52404360247e-14,0.2,2500,1000.67759086,0.107469713156,3,2.91711783313e-11
26,100,0.311662168154,7.27136618126e-14,0.2,2500,1000.68833783,0.103887389385,3,2.91636542877e-11
26.1,100,0.301273429215,7.02723477301e-14,0.2,2500,1000.69872657,0.100424476405,3,2.91563829215e-11
26.2,100,0.291230981575,6.79135637513e-14,0.2,2500,1000.70876902,0.0970769938582,3,2.91493556867e-11
26.3,100,0.281523282189,6.56344828934e-14,0.2,2500,1000.71847672,0.093841094063,3,2.91425643303e-11
26.4,100,0.272139172783,6.34323774258e-14,0.2,2500,1000.72786083,0.0907130575942,3,2.9136000882e-11
26.5,100,0.263067867023,6.13046152288e-14,0.2,2500,1000.73693213,0.0876892890077,3,2.91296576443e-11
26.6,100,0.254298938122,5.92486562957e-14,0.2,2500,1000.74570106,0.0847663127075,3,2.91235271828e-11
26.7,100,0.245822306852,5.72620493727e-14,0.2,2500,1000.75417769,0.0819407689506,3,2.91176023171e-11
26.8,100,0.237628229957,5.53424287301e-14,0.2,2500,1000.76237177,0.0792094099855,3,2.91118761122e-11
26.9,100,0.229707288958,5.34875110583e-14,0.2,2500,1000.77029271,0.0765690963194,3,2.91063418693e-11
27,100,0.222050379326,5.16950924853e-14,0.2,2500,1000.77794962,0.0740167931087,3,2.91009931182e-11
27.1,100,0.214648700015,4.99630457083e-14,0.2,2500,1000.7853513,0.0715495666718,3,2.9095823609e-11
27.2,100,0.207493743348,4.82893172359e-14,0.2,2500,1000.79250626,0.069164581116,3,2.90908273044e-11
27.3,100,0.200577285236,4.66719247359e-14,0.2,2500,1000.79942271,0.0668590950788,3,2.90859983727e-11
27.4,100,0.193891375729,4.51089544844e-14,0.2,2500,1000.80610862,0.0646304585762,3,2.90813311802e-11
27.5,100,0.187428329871,4.35985589114e-14,0.2,2500,1000.81257167,0.062476109957,3,2.90768202848e-11
27.6,100,0.181180718875,4.21389542398e-14,0.2,2500,1000.81881928,0.0603935729584,3,2.90724604289e-11
27.7,100,0.175141361579,4.07284182128e-14,0.2,2500,1000.82485864,0.0583804538598,3,2.90682465334e-11
27.8,100,0.169303316193,3.93652879073e-14,0.2,2500,1000.83069668,0.0564344387312,3,2.90641736916e-11
27.9,100,0.16365987232,3.80479576293e-14,0.2,2500,1000.83634013,0.0545532907735,3,2.90602371628e-11
28,100,0.158204543243,3.67748768872e-14,0.2,2500,1000.84179546,0.0527348477477,3,2.90564323671e-11
28.1,100,0.152931058468,3.5544548441e-14,0.2,2500,1000.84706894,0.0509770194894,3,2.90527548794e-11
28.2,100,0.147833356519,3.43555264237e-14,0.2,2500,1000.85216664,0.0492777855064,3,2.90492004245e-11
28.3,100,0.142905577969,3.32064145325e-14,0.2,2500,1000.85709442,0.0476351926562,3,2.90457648719e-11
28.4,100,0.138142058703,3.20958642861e-14,0.2,2500,1000.86185794,0.046047352901,3,2.90424442304e-11
28.5,100,0.133537323413,3.10225733466e-14,0.2,2500,1000.86646268,0.0445124411377,3,2.9039234644e-11
28.6,100,0.129086079299,2.99852839025e-14,0.2,2500,1000.87091392,0.0430286930997,3,2.90361323867e-11
28.7,100,0.124783209989,2.89827811111e-14,0.2,2500,1000.87521679,0.0415944033297,3,2.90331338583e-11
28.8,100,0.120623769656,2.80138915975e-14,0.2,2500,1000.87937623,0.0402079232188,3,2.90302355802e-11
28.9,100,0.116602977334,2.70774820084e-14,0.2,2500,1000.88339702,0.0388676591115,3,2.9027434191e-11
29,100,0.112716211423,2.61724576178e-14,0.2,2500,1000.88728379,0.0375720704744,3,2.90247264428e-11
29.1,100,0.108959004376,2.5297760984e-14,0.2,2500,1000.891041,0.0363196681253,3,2.90221091971e-11
29.2,100,0.105327037563,2.44523706539e-14,0.2,2500,1000.89467296,0.0351090125211,3,2.9019579421e-11
29.3,100,0.101816136311,2.36352999154e-14,0.2,2500,1000.89818386,0.0339387121037,3,2.90171341839e-11
29.4,100,0.0984222651008,2.28455955931e-14,0.2,2500,1000.90157773,0.0328074217003,3,2.90147706539e-11
29.5,100,0.0951415229308,2.20823368882e-14,0.2,2500,1000.90485848,0.0317138409769,3,2.90124860943e-11
29.6,100,0.0919701388331,2.13446342594e-14,0.2,2500,1000.90802986,0.0306567129444,3,2.90102778606e-11
29.7,100,0.0889044675387,2.06316283441e-14,0.2,2500,1000.91109553,0.0296348225129,3,2.90081433972e-11
29.8,100,0.0859409852874,1.99424889173e-14,0.2,2500,1000.91405901,0.0286469950958,3,2.90060802344e-11
29.9,100,0.0830762857778,1.92764138884e-14,0.2,2500,1000.91692371,0.0276920952593,3,2.90040859855e-11
30,100,0.0803070762519,1.86326283329e-14,0.2,2500,1000.91969292,0.0267690254173,3,2.90021583441e-11
30.1,100,0.0776301737101,1.80103835584e-14,0.2,2500,1000.92236983,0.02587672457,3,2.90002950813e-11
30.2,100,0.0750425012531,1.74089562044e-14,0.2,2500,1000.9249575,0.0250141670844,3,2.89984940429e-11
30.3,100,0.0725410845447,1.68276473726e-14,0.2,2500,1000.92745892,0.0241803615149,3,2.89967531473e-11
30.4,100,0.0701230483932,1.62657817888e-14,0.2,2500,1000.92987695,0.0233743494644,3,2.89950703826e-11
30.5,100,0.0677856134468,1.57227069937e-14,0.2,2500,1000.93221439,0.0225952044823,3,2.89934438044e-11
30.6,100,0.0655260929986,1.51977925625e-14,0.2,2500,1000.93447391,0.0218420309995,3,2.89918715337e-11
30.7,100,0.0633418898986,1.46904293516e-14,0.2,2500,1000.93665811,0.0211139632995,3,2.89903517544e-11
30.8,100,0.0612304935687,1.42000287714e-14,0.2,2500,1000.93876951,0.0204101645229,3,2.89888827115e-11
30.9,100,0.0591894771164,1.37260220852e-14,0.2,2500,1000.94081052,0.0197298257055,3,2.89874627086e-11
31,100,0.0572164945458,1.32678597318e-14,0.2,2500,1000.94278351,0.0190721648486,3,2.89860901064e-11
31.1,100,0.055309278061,1.28250106722e-14,0.2,2500,1000.94469072,0.0184364260203,3,2.89847633204e-11
31.2,100,0.0534656354589,1.23969617586e-14,0.2,2500,1000.94653436,0.0178218784863,3,2.89834808194e-11
31.3,100,0.0516834476103,1.19832171258e-14,0.2,2500,1000.94831655,0.0172278158701,3,2.89822411232e-11
31.4,100,0.0499606660233,1.15832976033e-14,0.2,2500,1000.95003933,0.0166535553411,3,2.89810428015e-11
31.5,100,0.0482953104892,1.1196740148e-14,0.2,2500,1000.95170469,0.0160984368297,3,2.89798844717e-11
31.6,100,0.0466854668062,1.08230972964e-14,0.2,2500,1000.95331453,0.0155618222687,3,2.89787647977e-11
31.7,100,0.0451292845793,1.04619366356e-14,0.2,2500,1000.95487072,0.0150430948598,3,2.8977682488e-11
31.8,100,0.0436249750934,1.0112840293e-14,0.2,2500,1000.95637502,0.0145416583645,3,2.89766362943e-11
31.9,100,0.0421708092569,9.77540444327e-15,0.2,2500,1000.95782919,0.014056936419,3,2.89756250103e-11
32,100,0.040765115615,9.4492388321e-15,0.2,2500,1000.95923488,0.0135883718717,3,2.89746474698e-11
32.1,100,0.0394062784279,9.13396631689e-15,0.2,2500,1000.96059372,0.0131354261426,3,2.89737025459e-11
32.2,100,0.0380927358136,8.82922242278e-15,0.2,2500,1000.96190726,0.0126975786045,3,2.89727891493e-11
32.3,100,0.0368229779531,8.53465491408e-15,0.2,2500,1000.96317702,0.0122743259844,3,2.89719062271e-11
32.4,100,0.0355955453547,8.24992338039e-15,0.2,2500,1000.96440445,0.0118651817849,3,2.89710527616e-11
32.5,100,0.0344090271762,7.97469883691e-15,0.2,2500,1000.96559097,0.0114696757254,3,2.89702277692e-11
32.6,100,0.0332620596037,7.70866333842e-15,0.2,2500,1000.96673794,0.0110873532012,3,2.89694302994e-11
32.7,100,0.0321533242836,7.45150960648e-15,0.2,2500,1000.96784668,0.0107177747612,3,2.8968659433e-11
32.8,100,0.0310815468074,7.20294066938e-15,0.2,2500,1000.96891845,0.0103605156025,3,2.89679142821e-11
32.9,100,0.0300454952472,6.96266951433e-15,0.2,2500,1000.9699545,0.0100151650824,3,2.8967193988e-11
33,100,0.0290439787389,6.73041875162e-15,0.2,2500,1000.97095602,0.00968132624632,3,2.89664977211e-11
33.1,100,0.0280758461143,6.50592029013e-15,0.2,2500,1000.97192415,0.00935861537144,3,2.89658246792e-11
33.2,100,0.0271399845772,6.288915024e-15,0.2,2500,1000.97286002,0.00904666152573,3,2.89651740871e-11
33.3,100,0.0262353184246,6.07915252985e-15,0.2,2500,1000.97376468,0.00874510614153,3,2.89645451956e-11
33.4,100,0.0253608078105,5.87639077442e-15,0.2,2500,1000.97463919,0.00845360260348,3,2.89639372804e-11
33.5,100,0.0245154475501,5.68039583206e-15,0.2,2500,1000.97548455,0.00817181585003,3,2.89633496413e-11
33.6,100,0.0236982659651,5.4909416119e-15,0.2,2500,1000.97630173,0.00789942198837,3,2.89627816017e-11
33.7,100,0.0229083237663,5.30780959422e-15,0.2,2500,1000.97709168,0.00763610792209,3,2.89622325076e-11
